,name,department,rating,total_ratings,would take again,difficulty
1378,Sepehr Vakil,Education,0,0 ratings,N/A,0
1379,Eric Knuth,Education,0,0 ratings,N/A,0
1380,Diane Coffey,Sociology,3.6,5 ratings,80%,2.8
1381,Anousha Shahsavari,Middle Eastern Studies,5,2 ratings,100%,3.5
1382,Vera Ioudina,Economics,2.8,9 ratings,34%,3.7
1383,Sabine Hake,American Studies,2.5,2 ratings,34%,2.5
1384,Jaimie Davis,Nutrition,5,1 ratings,100%,3
1385,Maya Henry,Communication,5,3 ratings,100%,1.3
1386,John Gonzales,English,4,1 ratings,100%,3
1387,Amy Brock,Engineering,5,1 ratings,100%,4
1388,Douglas Hannah,Management,3.8,5 ratings,67%,3.4
1389,Wonsuck Kim,Geology,5,4 ratings,100%,4
1390,Jamie Cox,English,5,1 ratings,100%,3
1391,John Market,Physics,5,2 ratings,100%,3.5
1392,Toetap GG,Engineering,5,2 ratings,67%,4.5
1393,Lewis Spellman,Finance,0,0 ratings,N/A,0
1394,Daniel Smith,English,0,0 ratings,N/A,0
1395,Jeannelle Ramirez,Music,1.5,2 ratings,0%,2
1396,Claire Jones,French amp Italian,4.2,6 ratings,90%,2.7
1397,Molly Caine,Mathematics,2,1 ratings,0%,3
1398,Charles Withnell,Geology,0,0 ratings,N/A,0
1399,Eric Price,Computer Science,2,2 ratings,89%,5
1400,Bill Spiller,Accounting,2.7,10 ratings,40%,3.4
1401,Diana Gomez,Spanish amp Portuguese,0,0 ratings,N/A,0
1402,Bradley King,English,4.5,2 ratings,100%,1.5
1403,Brett Robertson,Communication,5,4 ratings,100%,2.3
1404,Stephen Grand,Geology,2,1 ratings,0%,3
1405,Bikai Nie,Health Science,0,0 ratings,N/A,0
1406,Walter Buenger,History,3.3,3 ratings,67%,3
1407,Katherine Lippa,Psychology,4,3 ratings,67%,4.3
1408,William Smith,Communication,3.6,5 ratings,80%,3.2
1409,BJ Friedman,Nutrition,3,1 ratings,0%,3
1410,Mayra Ramirez,Psychology,5,1 ratings,100%,3
1411,Marie Fournier,French amp Italian,5,1 ratings,100%,3
1412,Amanda Little,Education,2,1 ratings,0%,2
1413,Xiaowei Michael Mei,Management amp Info Systems,4.7,3 ratings,67%,2.3
1414,Nader Sayadi,Art History,3.6,10 ratings,60%,2.2
1415,Erica Fennewald,Business,4.7,3 ratings,100%,1
1416,Ashley Teufel,Mathematics,0,0 ratings,N/A,0
1417,Jason Upton,Biology,0,0 ratings,N/A,0
1418,Matthew Leibold,Biology,0,0 ratings,N/A,0
1419,Makkuni Jayaram,Biology,4,2 ratings,67%,3
1420,Dax Norman,Fine Arts,4.5,4 ratings,100%,2.5
1421,Anges Lafont,English,2,1 ratings,0%,4
1422,Darla Smith,Kinesiology amp Health,1,1 ratings,0%,5
1423,Mark Levy,Government,5,5 ratings,100%,2.4
1424,Mark Hayward,Health Science,5,2 ratings,100%,2
1425,Shaherzad Ahmadi,Government,3.2,5 ratings,60%,3
1426,Mehmet Candas,Engineering,3,1 ratings,100%,3
1427,Kirsten Cather,Asian Studies,4.3,3 ratings,75%,3
1428,Deji Akinwande,Engineering,5,1 ratings,100%,3
1429,Michael Sockin,Finance,1,1 ratings,50%,3
1430,Courtney Walsh,Human Dev & Family Sciences,3,1 ratings,100%,3
1431,Dhananjay Raju,Computer Science,0,0 ratings,N/A,0
1432,Jason Derr,Physics,3.3,4 ratings,50%,2.5
1433,Hannah Harrison,Writing,0,0 ratings,N/A,0
1434,Mandy Kious,Business,4,1 ratings,100%,3
1435,Russell Bellande,Languages,5,1 ratings,100%,1
1436,Rozen Neupane,French & Italian,0,0 ratings,N/A,0
1437,Zaccheus Ahonle,Social Work,5,1 ratings,100%,3
1438,Korey Pereira,Communication,0,0 ratings,N/A,0
1439,Richelle Crotty,Film,1.8,4 ratings,0%,2.5
1440,Michael Roberts,English,0,0 ratings,N/A,0
1441,Luis Urrieta,Education,4,2 ratings,50%,3.5
1442,Stacia Cedillo,Education,0,0 ratings,N/A,0
1443,Da Ku,Education,5,1 ratings,100%,2
1444,Andrew Krebs,Sociology,0,0 ratings,N/A,0
1445,Emmett Gill,Social Work,5,1 ratings,100%,2
1446,Ben Hodges,Civil Engineering,2,1 ratings,88%,3
1447,James Henson,Government,2.5,2 ratings,0%,4
1448,Maclain Scott,Writing,5,2 ratings,100%,2.5
1449,Delia Milliron,Chemistry,0,0 ratings,N/A,0
1450,Richard Ketcham,Geology,2,3 ratings,40%,4.3
1451,Elliot Lopez,Art History,2.5,4 ratings,25%,3
1452,Larry Opella,Computer Science,0,0 ratings,N/A,0
1453,Katherine Sobering,Sociology,2,1 ratings,0%,2
1454,Jason Terrell,Medicine,0,0 ratings,N/A,0
1455,Carlos Nye,Communication,5,2 ratings,100%,2
1456,B. Chandler,Music,0,0 ratings,N/A,0
1457,Penny Green,Social Science,3.4,10 ratings,60%,3.6
1458,Michael Sanders,Kinesiology amp Health,2.3,4 ratings,50%,3
1459,Long Zhao,Mathematics,2,2 ratings,50%,4
1460,Richard Reddick,Education,0,0 ratings,100%,0
1461,Y. Sekou Bermiss,Management,4,1 ratings,100%,2
1462,Henry Schiller,Philosophy,0,0 ratings,N/A,0
1463,Peter Muller,Mathematics,5,1 ratings,100%,3
1464,Stanley Johanson,Law,0,0 ratings,N/A,0
1465,Matthias Barker,Philosophy,5,1 ratings,100%,2
1466,Christopher Hadlock,Mathematics,3,2 ratings,50%,3.5
1467,Miranda Lippold-Johnson,Film,0,0 ratings,N/A,0
1468,Ya'Ke Smith,Film,5,2 ratings,100%,2.5
1469,Jeff Hellmer,Music,4.3,13 ratings,70%,1.5
1470,Cassandra Donnelly,Classics,4,1 ratings,100%,4
1471,William Winslade,Medicine,4.7,6 ratings,100%,1.2
1472,Cynthia Talbot,History,3.3,3 ratings,67%,2.7
1473,Caroline Morley,Astronomy,5,2 ratings,100%,2.5
1474,Selina Kutschinski,Special Education,2,1 ratings,0%,5
1475,Michael Parent,Human Dev amp Family Sciences,5,1 ratings,100%,1
1476,Marissa Epstein,Nutrition,4.4,7 ratings,86%,3.3
1477,Logan West,Geology,5,1 ratings,100%,3
1478,Grace Renbarger,Law,4.3,4 ratings,100%,2
1479,Christoph Boehm,Economics,2.5,2 ratings,34%,4
1480,Seerwan Hariry,Middle Eastern Studies,5,1 ratings,100%,2
1481,David Crews,Biology,0,0 ratings,N/A,0
1482,Erin Cotter,English,5,3 ratings,100%,2
1483,Corinne Wong,Geology,4,1 ratings,100%,4
1484,Jin-A Choi,Advertising,2,2 ratings,0%,3.5
1485,Mattan Erez,Engineering,5,1 ratings,100%,3
1486,Isaac Sanchez,Engineering,0,0 ratings,0%,0
1487,Jin Young Kim,Religion,0,0 ratings,N/A,0
1488,Christopher Davis,Anthropology,3,1 ratings,0%,4
1489,Robert Freeman,Accounting,4,2 ratings,100%,3
1490,Roland Myers,Film,5,1 ratings,100%,2
1491,Francesca Beretta,French amp Italian,0,0 ratings,N/A,0
1492,Duncan McCoy,Mathematics,4,3 ratings,100%,2
1493,Jo-anne Holley,Biology,4,1 ratings,100%,4
1494,Kristina Flores,Mathematics,5,1 ratings,100%,3
1495,Anna Lyon,American Studies,5,5 ratings,100%,2.4
1496,Susan Deans-Smith,Ethnic Studies,0,0 ratings,N/A,0
1497,Kyle English,Education,2.3,3 ratings,34%,3
1498,Dain Donelson,Accounting,2,1 ratings,0%,4
1499,Luis Zayas,Social Work,0,0 ratings,N/A,0
1500,Kenza Yousfi,Anthropology,4.5,6 ratings,84%,3.5
1501,Indrani Chatterjee,History,3,3 ratings,34%,3.7
1502,Michael Mignanelli,Languages,5,1 ratings,100%,4
1503,William Louis,History,4.7,3 ratings,100%,4.3
1504,Yannis Stamatopoulos,Business,4.3,4 ratings,100%,3.3
1505,Paul Green,Management,5,6 ratings,100%,2.7
1506,Laura Faircloth,Linguistics,3.5,2 ratings,100%,3
1507,Jeremy Melvin,Mathematics,0,0 ratings,N/A,0
1508,Megan Ehrisman,Business,4,5 ratings,80%,1.8
1509,Amelia Wells,French & Italian,5,2 ratings,100%,3.5
1510,Diwakar Gupta,Information Science,0,0 ratings,N/A,0
1511,Betsy Barry,Writing,0,0 ratings,N/A,0
1512,Kendric Schefers,Mathematics,5,1 ratings,100%,3
1513,Katherine Arens,Ethnic Studies,0,0 ratings,N/A,0
1514,Steven Nichols,Engineering,2.8,5 ratings,60%,1.8
1515,Caitlin McClune,Communication,4.6,5 ratings,100%,2
1516,Anastasia Rees,Art History,4.5,2 ratings,100%,2
1517,Omoniyi Afolabi,Spanish & Portuguese,4.7,3 ratings,100%,2
1518,Samantha Reisz,Human Dev & Family Sciences,4,2 ratings,67%,2
1519,Lawrence Abraham,Kinesiology & Health,5,1 ratings,100%,3
1520,Ashley Farmer,History,5,2 ratings,100%,2.5
1521,Robert Melton,Fine Arts,5,1 ratings,100%,3
1522,Todd Thompson,Film,4.5,2 ratings,100%,2.5
1523,Cathy Stacy,Mathematics,5,1 ratings,100%,3
1524,Monica Ocasio Vega,Spanish & Portuguese,4,3 ratings,100%,3.3
1525,Brenda Martinez,English,5,1 ratings,100%,4
1526,Natalie Zelt,American Studies,5,1 ratings,0%,4
1527,Braden Williams,Accounting,5,3 ratings,100%,4.3
1528,Edward Anderson,Business,4,2 ratings,100%,3.5
1529,Stephen Donald,Economics,4,3 ratings,100%,4
1530,Renato Zanetti,Engineering,3.5,2 ratings,75%,4.5
1531,William Kramer,History,3.5,2 ratings,67%,3.5
1532,Liza Lewis,Advertising,5,2 ratings,100%,3
1533,Amber Clark,English,4,1 ratings,100%,2
1534,Huntress Granger,Business,0,0 ratings,N/A,0
1535,Granger Huntress,Business,4,1 ratings,100%,3
1536,Paola Passalacqua,Civil Engineering,5,1 ratings,100%,4
1537,Justin Hart,Computer Science,3.5,2 ratings,100%,4
1538,Kirsten Meemann,Linguistics,4,2 ratings,100%,3
1539,Joseph Lindsey,Communication,4.3,3 ratings,100%,3
1540,Dhiraj Murthy,Journalism,5,1 ratings,100%,4
1541,Diane Beer,Languages,5,1 ratings,100%,3
1542,Katy McCarthy,Fine Arts,3.5,2 ratings,75%,3.5
1543,Courtney Diranieh,Languages,5,2 ratings,100%,3
1544,Steven Rahn,Music,0,0 ratings,N/A,0
1545,Julie Irwin,Business,4.5,2 ratings,100%,2
1546,Steven Gubka,Philosophy,4.8,4 ratings,100%,2.8
1547,Jessamine Batario,Art History,5,3 ratings,100%,3
1548,Kyle Kercher,Engineering,5,1 ratings,100%,2
1549,Jason Rarick,Mathematics,4.4,29 ratings,94%,2.6
1550,Monica Penick,Design,4,3 ratings,67%,2.7
1551,Marisa LaGuardia,Fine Arts,5,1 ratings,100%,4
1552,Cody Jarman,Writing,1,1 ratings,50%,5
1553,Surya Santoso,Engineering,0,0 ratings,N/A,0
1554,Indranil Bardhan,Management & Info Systems,0,0 ratings,N/A,0
1555,Greg Durrett,Computer Science,5,3 ratings,100%,3.3
1556,Briana Barner,Film,3,2 ratings,50%,1
1557,Bruce Boville,Middle Eastern Studies,2,5 ratings,20%,4
1558,Matthew Lee,Culinary Arts,0,0 ratings,N/A,0
1559,Zachary Cocos,Marketing,0,0 ratings,N/A,0
1560,Marisol LeBron,Mexican American Studies,2.3,6 ratings,34%,3.7
1561,Patrick Harris,Writing,5,2 ratings,100%,2
1562,Elizabeth Widen,Nutrition,3.7,3 ratings,80%,2.3
1563,Saroj Bhattarai,Economics,0,0 ratings,N/A,0
1564,Nitya Pandalai-Nayar,Economics,0,0 ratings,N/A,0
1565,Rebecca Lyle,Mathematics,1,1 ratings,0%,3
1566,Won So,Communication,2,1 ratings,0%,3
1567,Adrian Trejo Nuntildeez,Computer Science,0,0 ratings,N/A,0
1568,Adrian Trejo Nunez,Computer Science,4,3 ratings,34%,3
1569,CARLOS BARRETO-BECK,Sociology,0,0 ratings,N/A,0
1570,Randy Lewis,Architecture,5,1 ratings,100%,2
1571,Arnold Chung,Advertising,4,1 ratings,100%,2
1572,Nabeeha Chaudhary,Film,3.5,2 ratings,50%,1.5
1573,Mariana Sabino-Salazar,Spanish & Portuguese,5,1 ratings,100%,2
1574,Elijah Fleming,Classics,0,0 ratings,N/A,0
1575,Andrea Blatz,French amp Italian,5,1 ratings,100%,1
1576,Timsal Masud,Languages,0,0 ratings,N/A,0
1577,Haoyuan Liu,Business,0,0 ratings,N/A,0
1578,Jim Law,French & Italian,3.5,2 ratings,50%,1.5
1579,Dean Spears,Economics,5,1 ratings,100%,3
1580,Babak Poursartip,Computer Science,3.3,3 ratings,67%,4
1581,Brad Haggadone,Communication,5,1 ratings,100%,3
1582,Sukjin Han,Economics,1.5,2 ratings,0%,3.5
1583,Samuel Ginsburg,Spanish amp Portuguese,5,4 ratings,100%,2.5
1584,Michael Sacks,Engineering,1,1 ratings,0%,4
1585,Bhavani Thuraisingham,Computer Science,0,0 ratings,N/A,0
1586,Tim Yeh,Engineering,3.2,5 ratings,86%,4.2
1587,Patricia Roberts-Miller,Writing,5,4 ratings,100%,5
1588,Hana Masri,Communication,5,1 ratings,100%,3
1589,Chelsea Brass,Communication,3.7,8 ratings,50%,2.9
1590,Jose Ovalle,Music,5,3 ratings,100%,2
1591,Jeff Neely,Design,4,1 ratings,100%,4
1592,Mikala Gibson,Film,0,0 ratings,N/A,0
1593,Katharine Tillman,Psychology,3,2 ratings,50%,3.5
1594,Jacqueline Woolley,Psychology,5,1 ratings,100%,2
1595,Robert Hutchings,Political Science,0,0 ratings,N/A,0
1596,Jose Villagran,Anthropology,5,1 ratings,100%,3
1597,Keshav Pingali,Computer Science,5,2 ratings,100%,2
1598,Audrey Blood,Fine Arts,5,1 ratings,100%,5
1599,Ben Crowther,History,4,1 ratings,100%,3
1600,Sean Thompson,Advertising,4.5,2 ratings,100%,2.5
1601,Lexi Perez,Mexican American Studies,5,1 ratings,100%,1
1602,Tasha Davis,Management,3.5,2 ratings,100%,4
1603,Sharon Carter,Nursing,5,1 ratings,100%,3
1604,Katy Polston,Human Dev amp Family Sciences,5,1 ratings,100%,3
1605,Reid Echols,English,5,6 ratings,100%,3
1606,Dalton Walthall,Classics,0,0 ratings,100%,0
1607,Michael Scott,Computer Science,0,0 ratings,100%,0
1608,Alma Mena,Social Work,0,0 ratings,N/A,0
1609,Raelynn Gosse,English,4,1 ratings,100%,4
1610,Philip Moniz,Government,0,0 ratings,N/A,0
1611,David Bogard,Engineering,0,0 ratings,N/A,0
1612,Michael Everdell,Linguistics,0,0 ratings,N/A,0
1613,Dhairye Dave,Biology,5,1 ratings,100%,2
1614,Greg Hervey,Fine Arts,5,1 ratings,100%,1
1615,Tyler Coleman,Fine Arts,5,2 ratings,100%,3.5
1616,Jae Jo,Management,0,0 ratings,N/A,0
1617,Daniel Nourry,Spanish & Portuguese,5,1 ratings,100%,3
1618,Michael Sturley,Law,0,0 ratings,N/A,0
1619,Corey Hannah,Kinesiology amp Health,5,1 ratings,100%,3
1620,Dan Levine,Geography,4.8,4 ratings,100%,1.5
1621,Rana Ghosh,Pharmacy,0,0 ratings,N/A,0
1622,Keryn Pasch,Kinesiology & Health,2.5,2 ratings,50%,3
1623,Hien Nguyen,Advisor,5,6 ratings,100%,3.3
1624,Joan Raabe,Music,0,0 ratings,N/A,0
1625,Richard Shear,English,5,1 ratings,100%,1
1626,Andrea Grapko,Theatre & Dance,4,1 ratings,67%,2
1627,Sophia Gilmson,Music,0,0 ratings,N/A,0
1628,Zachary Mcgee,Government,3.8,4 ratings,50%,3
1629,Loren Cressler,English,4,3 ratings,67%,2.7
1630,Natalie Brown Devlin,Advertising,2,1 ratings,0%,4
1631,Sunil Badal,Chemistry,0,0 ratings,N/A,0
1632,Jude Osara,Engineering,4,1 ratings,100%,3
1633,Marika Cabral,Economics,0,0 ratings,N/A,0
1634,Adam Clulow,History,4.7,3 ratings,100%,3
1635,Peter Russell,Government,5,2 ratings,100%,2.5
1636,Pavithra Vasudevan,Women's Studies,5,2 ratings,100%,3
1637,Bulmaro Jiménez,Philosophy,3.2,10 ratings,59%,3.8
1638,Zoya Heidari,Engineering,5,1 ratings,100%,3
1639,Susan Broniarczyk,Marketing,2.7,3 ratings,50%,4
1640,Jess Toste,Education,0,0 ratings,100%,0
1641,Sam Dunning,Chemistry,4.1,9 ratings,78%,2.6
1642,Erica Cizsek,Advertising,5,1 ratings,100%,2
1643,Noel Landuyt,Social Work,0,0 ratings,N/A,0
1644,Stathis Tompaidis,Finance,5,2 ratings,100%,2.5
1645,Brooke Frank,Fine Arts,4,1 ratings,100%,4
1646,Megan Hildebrandt,Fine Arts,3.7,3 ratings,75%,3
1647,Mark Garrison,Italian,0,0 ratings,N/A,0
1648,Darren Kelly,Kinesiology amp Health,4,1 ratings,100%,2
1649,Kiki Miller,Communication,5,2 ratings,100%,2
1650,Daisy Guzman,Spanish & Portuguese,5,1 ratings,100%,2
1651,Rui Gao,Statistics,5,3 ratings,100%,3.7
1652,James Andrew,Philosophy,4,1 ratings,100%,2
1653,Jason Wilkins,Design,5,1 ratings,50%,4
1654,Laura Swarts,Nursing,1,1 ratings,0%,5
1655,Tracy Zhang,Communication,3,1 ratings,0%,4
1656,Jamila Davey,Middle Eastern Studies,4.5,2 ratings,100%,3.5
1657,Jason Wehling,Journalism,0,0 ratings,100%,0
1658,Eve Nicols,Humanities,0,0 ratings,N/A,0
1659,Jon Tamir,Engineering,5,1 ratings,100%,4
1660,Tommy Darwin,Communication,5,1 ratings,100%,3
1661,Kristian Jones,Social Work,4,1 ratings,100%,3
1662,Colleen Arnold,Social Work,3,1 ratings,100%,2
1663,Jimena Perry,History,4,2 ratings,100%,2.5
1664,Abhi Ramchandani,Accounting,0,0 ratings,N/A,0
1665,Keith Brown,Finance,4,1 ratings,100%,3
1666,Nathan Sportsman,Computer Science,0,0 ratings,N/A,0
1667,Bronwyn Stippa,Philosophy,4,1 ratings,100%,4
1668,Michael Orshansky,Engineering,3.5,2 ratings,100%,3
1669,Teresa Bailey,Nursing,5,1 ratings,100%,3
1670,Kolina Koltai,Information Science,0,0 ratings,N/A,0
1671,Megan Alrutz,Theater,0,0 ratings,N/A,0
1672,Marylise Rilliard,French & Italian,5,1 ratings,100%,3
1673,Mike Akel,Film,5,1 ratings,100%,3
1674,Dorothy Mcketta,Art History,5,5 ratings,100%,3.2
1675,Bernard David,Physics,3,1 ratings,100%,2
1676,Lane Stanley,Theater,4,1 ratings,100%,1
1677,Susan Nold,Communication,5,1 ratings,100%,3
1678,Amy Simmons,Music,0,0 ratings,N/A,0
1679,Hovav Shacham,Computer Science,2,1 ratings,67%,5
1680,Vitor Cerqueira Dassie,Spanish & Portuguese,2,1 ratings,0%,4
1681,Ashley Kuchar,Education,5,1 ratings,100%,2
1682,Lauren Yeager,Marine Sciences,0,0 ratings,N/A,0
1683,Thomas Leslie,Spanish & Portuguese,5,2 ratings,100%,3
1684,Delaney Harness,Communication,1,1 ratings,0%,2
1685,Amanda Bush,Italian,5,1 ratings,100%,3
1686,Kalli Doubleday,Geography,1,1 ratings,0%,5
1687,Daniel Leahy,Biology,0,0 ratings,N/A,0
1688,Chris Reilly,Physics,2.3,3 ratings,0%,4.3
1689,James Lowery,Finance,0,0 ratings,100%,0
1690,Krzysztof Piekarski,Writing,1.4,5 ratings,29%,4.8
1691,Yuebing Zheng,Engineering,0,0 ratings,100%,0
1692,Recep Birgul,Civil Engineering,0,0 ratings,N/A,0
1693,R. Gill,Architecture,2,1 ratings,0%,4
1694,Mark Helper,Geology,0,0 ratings,N/A,0
1695,Joshua Sears,Classics,0,0 ratings,N/A,0
1696,Sarah Stephens,Physics,5,1 ratings,100%,2
1697,Erin Yanota,English,0,0 ratings,N/A,0
1698,Scott Graham,Writing,4.7,3 ratings,100%,3.7
1699,Erin Reilly,Advertising,3,6 ratings,67%,4.2
1700,Thomas Johnson,Journalism,4,2 ratings,67%,1.5
1701,Sophie Lalande,Kinesiology & Health,5,1 ratings,100%,1
1702,Sarah Varga,Communication,5,2 ratings,100%,2.5
1703,Diane Whitmer,Biology,0,0 ratings,N/A,0
1704,Thais Rutledge,Spanish & Portuguese,4,1 ratings,100%,4
1705,Eric Chan,Accounting,3,1 ratings,67%,5
1706,Shohko Yanagisawa,Languages,4,4 ratings,84%,1.5
1707,Dawna Ballard,Communication,5,1 ratings,100%,3
1708,Bogdan Perzynski,Fine Arts,0,0 ratings,N/A,0
1709,DeAnn Heath,Advertising,5,1 ratings,100%,2
1710,Sean Albertson,Government,0,0 ratings,100%,0
1711,Kendrea Austin,Kinesiology amp Health,0,0 ratings,N/A,0
1712,Jeannie McKetta,Art History,3,1 ratings,0%,2
1713,Jeffrey Gan,Theatre amp Dance,5,1 ratings,100%,2
1714,Maria Sidorkina,Anthropology,0,0 ratings,100%,0
1715,Paul Merville,Medicine,0,0 ratings,N/A,0
1716,David Barny,French & Italian,5,3 ratings,100%,3.7
1717,Jared Jensen,Communication,4.5,2 ratings,100%,2
1718,Andrea Remoquillo,Asian Studies,4,2 ratings,50%,4
1719,Leah Yacknin-Dawson,English,4,1 ratings,100%,2
1720,Martin Sandoval,Computer Science,0,0 ratings,100%,0
1721,Sarah Baker,Languages,5,1 ratings,100%,3
1722,Amanda Evans,Philosophy,4,7 ratings,72%,2.4
1723,Elizabeth Murphy,Social Work,0,0 ratings,N/A,0
1724,Kim Denning-Knapp,Education,0,0 ratings,N/A,0
1725,Aaron Reynolds,History,4,2 ratings,100%,3.5
1726,Zoe Mantarakis,Physical Education,5,3 ratings,100%,1.3
1727,Caitlin Orsini,Psychology,4.5,4 ratings,84%,3.5
1728,Vinh Nguyen,Nursing,5,1 ratings,100%,1
1729,Cindy Fitchpatrick,Human Dev & Family Sciences,2,1 ratings,0%,2
1730,Rachel Piwarski,Writing,0,0 ratings,N/A,0
1731,Nadoo Mida,Pharmacy,0,0 ratings,N/A,0
1732,Jaime Schmidt,Accounting,0,0 ratings,N/A,0
1733,Jeffrey Wilson,Religion,0,0 ratings,100%,0
1734,Hiilei Hobart,Anthropology,0,0 ratings,N/A,0
1735,Adrian Rodriguez,Engineering,4,1 ratings,100%,4
1736,Alexander Demkov,Engineering,4,1 ratings,100%,3
1737,Christina Caramanis,Sociology,0,0 ratings,100%,0
1738,Brady Zhou,Computer Science,0,0 ratings,N/A,0
1739,Vishy Iyer,Biology,5,1 ratings,100%,3
1740,William Finney,Management & Info Systems,0,0 ratings,N/A,0
1741,Viswanath Iyer,Biology,4,1 ratings,100%,3
1742,kt shorb,Asian Studies,0,0 ratings,N/A,0
1743,Kieth Freidman,Engineering,5,2 ratings,100%,1.5
1744,David Mitlin,Engineering,1.5,2 ratings,34%,3.5
1745,Grani Hanasusanto,Engineering,4.3,3 ratings,100%,2.7
1746,Christen Julien,Engineering,0,0 ratings,100%,0
1747,Mason Rosenthal,Theater,4,4 ratings,75%,2
1748,Juan Reyes,Management & Info Systems,0,0 ratings,N/A,0
1749,Rachel Tessmer,Communication,5,1 ratings,100%,2
1750,Inbal Leibovits,Communication,3,2 ratings,50%,3.5
1751,Amy Wolf,Biology,0,0 ratings,N/A,0
1752,Judson Barber,American Studies,5,3 ratings,100%,2.3
1753,Deborah Eve-Lewis,Film,0,0 ratings,N/A,0
1754,Swarat Chaudhuri,Computer Science,0,0 ratings,N/A,0
1755,Christin Davis,Theatre amp Dance,3.6,5 ratings,60%,2.8
1756,Lucien Douglas,Theater,4.8,6 ratings,100%,1.7
1757,Kate Cronin,Film,4.8,7 ratings,86%,2.2
1758,Erin Rodriguez,Education,0,0 ratings,N/A,0
1759,Robin Smith,Social Work,0,0 ratings,N/A,0
1760,Bruce Porter,Computer Science,3.9,12 ratings,75%,2.3
1761,Charlotte Fiehn,English,5,1 ratings,100%,3
1762,Marie Monfils,Psychology,4,5 ratings,88%,3
1763,Nathan Leach,History,0,0 ratings,100%,0
1764,Xiaochuan Tian,Mathematics,2.4,15 ratings,20%,2.9
1765,Arlene Montgomery,Social Work,2,1 ratings,0%,2
1766,Ryan Russel,Engineering,0,0 ratings,N/A,0
1767,Madhavi Mallapragada,Film,4.5,2 ratings,100%,2
1768,Nathan Stone,Spanish & Portuguese,4,2 ratings,100%,3.5
1769,Mona Mehedy,Biology,2.8,16 ratings,100%,4.5
1770,Robert Brenner,Design,0,0 ratings,N/A,0
1771,Jennifer Sukis,Design,0,0 ratings,N/A,0
1772,Stacey Jordan,Social Work,0,0 ratings,N/A,0
1773,Laura Gutierrez,Ethnic Studies,1,1 ratings,0%,1
1774,Dena Afrasiabi,Middle Eastern Studies,1,1 ratings,0%,2
1775,Sebastian Hohenberg,Marketing,2.5,2 ratings,50%,3.5
1776,Christa Rose,Advertising,0,0 ratings,N/A,0
1777,Ryan Wallace,Journalism,2,2 ratings,0%,3.5
1778,Charles Zug,Government,5,1 ratings,100%,3
1779,Benjamin Ibarra-Sevilla,Architecture,1,1 ratings,67%,3
1780,Shelly Smartt,Spanish & Portuguese,5,1 ratings,100%,3
1781,Matthew Hinsley,Fine Arts,5,1 ratings,100%,3
1782,Robert Lemon,Geography,3.7,3 ratings,67%,2
1783,Karen Brownstein,Biology,4,1 ratings,100%,3
1784,Oghoadena Osezua,Anthropology,0,0 ratings,N/A,0
1785,Rebecca Rossen,Dance,4.2,26 ratings,86%,2.7
1786,Patricia Johansson,Languages,0,0 ratings,100%,0
1787,Deane Swanson,Kinesiology & Health,3.7,3 ratings,67%,4
1788,Jinjin Yan,Nursing,1.3,3 ratings,0%,2.3
1789,Rusty Cloyes,Theater,5,2 ratings,100%,1.5
1790,Madge Darlington,Theatre & Dance,3.5,2 ratings,75%,3
1791,Emily Quigley,Journalism,5,3 ratings,100%,3.3
1792,Nanette Acosta,Theatre & Dance,5,1 ratings,100%,3
1793,Julia Driver,Philosophy,5,2 ratings,100%,4
1794,Josh Langsfeld,Engineering,2,2 ratings,0%,3.5
1795,Roy Sorensen,Philosophy,0,0 ratings,N/A,0
1796,Timothy Nunley,Science,3,1 ratings,0%,3
1797,Rudolf Lioutikov,Computer Science,1,1 ratings,0%,3
1798,Damien Charreacute,French amp Italian,0,0 ratings,N/A,0
1799,Damien Charre,French & Italian,5,1 ratings,100%,3
1800,Riyad Alhomsi,Middle Eastern Studies,5,1 ratings,100%,3
1801,Stephen Anderson,Marketing,0,0 ratings,N/A,0
